北京市,北京,榆垡洗车,15117950395,大兴区榆辛路与芦求路交叉口西北角,08:00-19:00
北京市,北京,思科扬汽车,13264408862,大兴区庞北路与隆昌大街北段交叉口东南角,07:30-19:00
北京市,北京,爱车有道汽车服务中心,13701205177,房山区房易路与阎周路交叉口向北500米路南,08:00-19:00
北京市,北京,周口店汽车修理厂洗车部,13439766660,房山区京周路周口店人民公园向北260米路西（周口店修理厂院内）,08:00-19:00
北京市,北京,赛轮轮胎（联成祥云汽车服务）,13011069997,房山区锦绣路118号,08:30-18:30
北京市,北京,容仕祥云汽车美容装饰养护中心,15010058798,房山区大窦路与大于路交叉口向北300米路东,07:30-18:30
北京市,北京,龟牌施工授权（城关店）,13146979660,房山区青年南路12号,08:30-18:30
北京市,北京,车爵仕（饶乐府店）,13911808785,房山区京周路饶乐府公交站向西100米路南,08:00-18:00
北京市,北京,建发美容装饰维修保养,15901115219,房山区大窦路加油站向北60米路东,08:00-19:00
北京市,北京,恒瑞车工坊,13911127845,大兴区育仁街1号采育中学东侧,08:30-18:00
北京市,北京,龟牌授权施工（燕山店）,17610079660,房山区岗南路迎风六里二区停车场内,08:30-18:30
北京市,北京,美孚（洪淇飞洋汽车服务会所）,15010945361,大兴区京福路大东新村84号楼一层,07:30-19:30
北京市,北京,龟牌授权施工（星城店）,13683179660,房山区大件路焦庄村甲2号,08:30-18:30
北京市,北京,福源靓丽汽车装饰,13240972271,房山区凯旋大街42号,08:00-19:00
北京市,北京,北京马上赢汽车修理厂洗车部,15810041229,房山区良乡凯旋大街5号,08:00-19:00
北京市,北京,浩东汽车服务中心,15810678507,房山区凯旋大街8号,08:00-19:00
北京市,北京,凯鑫汽车美容基地,13901245902,房山区月华南大街6号,08:00-19:00
北京市,北京,北京车库装饰车间,13501028246,房山区月华南大街太平庄建材市场2099号,08:00-19:00
北京市,北京,同意爱车坊,13901256124,大兴区黄徐路黄村桥市场南门西30米,08:30-19:00
北京市,北京,星星美车,15699982891,房山区城隍庙街58号,08:30-19:00
北京市,北京,北京优车服务中心,18501167185,房山区良乡东路东羊庄新村3号楼一层,08:00-19:00
北京市,北京,大誉汽车服务,18501228999,房山区良乡多宝路46号,08:30-18:30
北京市,北京,北京美车（良坨路店）,010-60381688,房山区良坨北路55号,08:30-18:30
北京市,北京,龟牌授权施工（东风店）,15600479660,房山区东万路1号,08:30-18:30
北京市,北京,典典养车（政通路店）,15311818909,房山区政通路文水家园1号楼26号,08:00-19:00
北京市,北京,吉兴佳高端汽车服务中心,01069263366,大兴区兴政路48号,08:30-18:00
北京市,北京,洗车人家（广阳城店）,18501189939,房山区辰光东路绿地起航国际三期16号院11号楼一层,08:30-19:00
北京市,北京,固特异轮胎（福和盛商贸有限公司）,13621199965,房山区长阳路碧波园小区16号楼102号,08:30-19:00
北京市,北京,普利司通（黄村好美汽车用品销售部）,13910103902,大兴区兴丰大街黄村中里3号楼一层,09:00-18:00
北京市,北京,酷车地带（长阳店）,18840950466,房山区长阳路鹏亚加油站向西20米路南,09:00-17:00
北京市,北京,京辉汽车装饰有限公司,13911567188,房山区良坨路大苑村102号,08:00-19:00
北京市,北京,北京快浩汽车服务中心,17710434305,大兴区兴亦路新安里东区甲41号,08:00-20:00
北京市,北京,美车堂（兴盛久安）,13782927714,大兴区清源西路55号,08:30-18:00
北京市,北京,酷车地带（黄村店）,13651385883,大兴区兴旺路康乃馨小区东门南行20米,07:00-20:00
北京市,北京,祥隆汽车养护中心,13810847141,房山区昊天东路碧桂园A区1号楼1楼,08:00-19:00
北京市,北京,万鑫洗车装饰美容补胎,17310893570,大兴区丽园路110号,07:30-20:00
北京市,北京,车仕通专业汽车养护会所,18618490715,大兴区丽园路30号,08:00-20:00
北京市,北京,8586汽车综合服务机构,13301290320,大兴区西红门镇鼎利路10号院2号楼一层,08:30-19:00
北京市,北京,ZQ美车俱乐部,15901098691,房山区京良路首创奥特莱斯北广场（北门右侧）,09:15-20:00
北京市,北京,田园汽车装饰,18713223926,房山区长韩路农职院校西门向南150米路东,08:30-19:00
北京市,北京,安轩美车馆,18610827964,大兴区康庄路53号康泰园负一层,08:30-18:00
北京市,北京,兴顺宏达汽车装饰中心,18600563781,大兴区康庄路与滨河街交口向西30米路东,08:30-18:00
北京市,北京,炫5汽车养护,13701336245,丰台区长兴东街国际花园2号楼108号,08:00-19:00
北京市,北京,合作者汽车服务,13581666374,通州区淳义山庄（融科钧庭南门自行车租赁点对面）,06:00-18:00
北京市,北京,其强奔驰宝马奥迪大众保时捷专修店,13521829692,大兴区北双高路229号,08:30-18:00
北京市,北京,晶洁汽车美容服务中心,18610739926,通州区漷马路马驹桥镇西田阳公交站西边10米,06:00-20:30
北京市,北京,德式精养（宏岳汽修）,13520353109,丰台区镇团河路5号,08:30-18:00
北京市,北京,壳牌（天源名车店）,13661228532,通州区西周路马驹桥汽配城D区4号,09:00-17:00
北京市,北京,倍耐力（京冀旺达汽车服务）,13911893768,通州区漷马路旧线马驹桥汽配城f101号,08:30-18:30
北京市,北京,净车轩汽车美容服务,13911053994,大兴区兴丰大街郁花园二里21号,08:00-18:00
北京市,北京,精致洗车贴膜车衣（杨氏兴德福店）,13141246155,丰台区芦花路与京良路交叉口向北100米路西,06:00-19:31
北京市,北京,博兴智联,13910782491,大兴区黄奕路瀛海镇玉景园1号楼一层,07:30-19:00
北京市,北京,嘉泽浩汽车装饰,13520934050,大兴区黄亦路玉璟园小区2号楼一层,08:30-18:30
